,SecurityDescription,Ticker,AssetClass,Sector,Type,SharesPar,PriceBase,PriceLocal,Value,PctofPortfolio,Currency_trades,TradeData,EffectiveDate,filename,first_word_SecurityDescription,first_word_LongName,Symbol,ExchangeRate,Exchange,Ticker_to_CAD,Ticker_from_CAD,EXPIRY_DATE,STRIKE,OptPC,RATE_Q,RATE,HVOL_trades,TERM_DAYS,TERM_YEARS,SymbolYahoo,RISK_MULTIPLIER,RISK_UNITS,Country,exp_codes,parse_handle,parse_cents,OptionTicker,TickerYahoo,CADUSD=X,CADHKD=X,CADBRL=X,CADEUR=X,CADSEK=X,CADJPY=X,CADCHF=X,USD,HKD,BRL,EUR,SEK,JPY,CHF,UNDERLYING_SPOT,HVOL,Currency,PRICE_PUT,PRICE_CALL,DELTA_PUT,DELTA_CALL,DELTA,PRICE,DELTA_POS,DELTA_DOLLARS,GAMMA,GAMMA_MOVE_PCT,GAMMA_MOVE_PRICE,VaR_025,POSVaR_025,WEIGHT_RISK_POSVaR025,WEIGHT_DELTA_DOLLARS
105,Spdr S&P 500 ETF Trust Put 400 06/18/21,SPY US 06/18/21 P400 Equity,Option,Equity Index,Buy Back A Written Put,300,10.13,8.08,304598.0,0.0108,USD,2021-04-09,2021-04-12,Z:\truequant\2021-10-26\sells_BDEQ.xlsx,SPDR,SPDR,SPY,1.2562199831008911,PCX,USDCAD=X,CADUSD=X,2021-06-18,400.0,P,0.01,0.01,0.2,70,0.1917808219178082,SPY,100,30000,United States,210618,00400,000,SPY210618P00400000,SPY210618P00400000,0.7960389256477356,6.189680099487305,4.42943000793457,0.6676999926567078,6.794000148773193,87.01399993896484,0.7351999878883362,1.2562199831008911,0.16153599321842194,,1.4968600273132324,0.14711600542068481,0.011486999690532684,1.359220027923584,410.1481628417969,0.13786679457817536,USD,5.506302776531982,15.662136777646253,-0.3279892118659281,0.6720107881340719,-0.3279892118659281,5.506302776531982,-9839.676355977843,-3212594.3183934027,0.014588650090874454,-0.025,-10.253704071044922,4.223707706916043,126711.2312074813,-5.109552906173691e-190,-5.644595194623105e-95
106,Spdr S&P 500 ETF Trust Put 420 10/15/21,SPY US 10/15/21 P420 Equity,Option,Equity Index,Buy Back A Written Put,1000,9.41,7.34,943401.0,0.0335,USD,2021-09-20,2021-09-21,Z:\truequant\2021-10-26\sells_BDEQ.xlsx,SPDR,SPDR,SPY,1.2763999700546265,PCX,USDCAD=X,CADUSD=X,2021-10-15,420.0,P,0.01,0.01,0.2,25,0.0684931506849315,SPY,100,100000,United States,211015,00420,000,SPY211015P00420000,SPY211015P00420000,0.7834534645080566,6.095331192016602,4.141520977020264,0.6677299737930298,6.793600082397461,86.12300109863281,0.7297700047492981,1.2763999700546265,0.16402800381183624,,1.497230052947998,0.1471240073442459,0.01160299964249134,1.369439959526062,434.0400085449219,0.09592951753818942,USD,0.47770916733582425,14.520594414734717,-0.09299123868072101,0.907008761319279,-0.09299123868072101,0.47770916733582425,-9299.123868072102,-3162168.5191559223,0.015267903022086192,-0.025,-10.851000213623047,1.286684042012063,128668.40420120631,-5.188474710205392e-190,-5.555996014069473e-95
107,Angi Homeservices Inc Call 20 05/21/21,ANGI US 05/21/21 C20 Equity,Option,Communication Services,Write A Call,-189,1.25,1.0,-23044.0,-0.0008,USD,2021-03-15,2021-03-16,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,ANGI,ANGI,ANGI,1.2469300031661987,NMS,USDCAD=X,CADUSD=X,2021-05-21,20.0,C,0.01,0.01,0.2,67,0.18356164383561643,ANGI,100,-18900,United States,210521,00020,000,ANGI210521C00020000,ANGI210521C00020000,0.8019696474075317,6.224568843841553,4.449520111083984,0.6709920167922974,6.802700042724609,87.49199676513672,0.7452399730682373,1.2469300031661987,0.1606220006942749,,1.489959955215454,0.14692899584770203,0.011427000164985657,1.34142005443573,16.6299991607666,0.6122738428399107,USD,4.046000996553623,0.6763672772384259,-0.7164036861334245,0.28359631386657547,0.28359631386657547,0.6763672772384259,-5359.970332078276,-71484.60771483656,0.07764019560518391,-0.025,-0.41574997901916505,-0.14827255388358837,2802.35126839982,-1.1300310107575074e-191,-1.2559994608920081e-96
108,Workday Inc Call 270 01/15/21,WDAY US 01/15/21 C270 Equity,Option,Information Technology,Write A Call,-7,4.69,3.6,-3259.0,-0.0001,USD,2020-11-09,2020-11-10,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,WORKDAY,WORKDAY,WDAY,1.3022300004959106,NMS,USDCAD=X,CADUSD=X,2021-01-15,270.0,C,0.01,0.01,0.2,67,0.18356164383561643,WDAY,100,-700,United States,210115,00270,000,WDAY210115C00270000,WDAY210115C00270000,0.7679135203361511,5.952849864959717,4.108415126800537,0.6455900073051453,6.622200012207031,79.27899932861328,0.6904600262641907,1.3022300004959106,0.16795699298381805,,1.5486400127410889,0.15094099938869476,0.012612000107765198,1.4479000568389893,223.39999389648438,0.43733802561350704,USD,50.338745678560315,3.7436956939404595,-0.8205178935531889,0.17948210644681112,0.17948210644681112,3.7436956939404595,-125.63747451276778,-21553.343901333483,0.00625729058000459,-0.025,-5.58499984741211,-1.3054745042226161,913.8321529558312,-3.684972269936199e-192,-3.786967458573092e-97
109,Workday Inc Call 290 03/19/21,WDAY US 03/19/21 C290 Equity,Option,Information Technology,Write A Call,-12,2.89,2.25,-3438.0,-0.0001,USD,2021-02-01,2021-02-02,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,WORKDAY,WORKDAY,WDAY,1.2802200317382812,NMS,USDCAD=X,CADUSD=X,2021-03-19,290.0,C,0.01,0.01,0.2,46,0.12602739726027398,WDAY,100,-1200,United States,210319,00290,000,WDAY210319C00290000,WDAY210319C00290000,0.781115710735321,6.054930210113525,4.273313999176025,0.6441799998283386,6.5432000160217285,81.75700378417969,0.696150004863739,1.2802200317382812,0.1651179939508438,,1.5520199537277222,0.15275199711322784,0.012223999947309494,1.4360300302505493,236.69000244140625,0.40320753480084787,USD,54.62248726720057,1.3161444800972824,-0.9110806009552739,0.08891939904472607,0.08891939904472607,1.3161444800972824,-106.70327885367128,-19727.545817330698,0.004750267911624501,-0.025,-5.917250061035157,-0.6736651819007798,808.3982182809358,-3.2598163763395845e-192,-3.466170928730877e-97
110,Workday Inc Call 290 06/18/21,WDAY US 06/18/21 C290 Equity,Option,Information Technology,Write A Call,-6,3.52,2.79,-2095.0,-0.0001,USD,2021-04-20,2021-04-21,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,WORKDAY,WORKDAY,WDAY,1.2521699666976929,NMS,USDCAD=X,CADUSD=X,2021-06-18,290.0,C,0.01,0.01,0.2,59,0.16164383561643836,WDAY,100,-600,United States,210618,00290,000,WDAY210618C00290000,WDAY210618C00290000,0.7986136078834534,6.200829982757568,4.426299095153809,0.6630499958992004,6.701700210571289,86.31900024414062,0.7305700182914734,1.2521699666976929,0.1612360030412674,,1.5075000524520874,0.14914600551128387,0.011579000391066074,1.3684600591659546,249.9199981689453,0.40691066945681753,USD,44.41651192321015,4.341197725501878,-0.7959610648941559,0.20403893510584414,0.20403893510584414,4.341197725501878,-122.42336106350649,-24434.419437097367,0.006929728294204073,-0.025,-6.2479999542236335,-1.5964604395768527,957.8762637461116,-3.862577453110384e-192,-4.2931784367663106e-97
111,Workday Inc Call 280 09/17/21,WDAY US 09/17/21 C280 Equity,Option,Information Technology,Rebook - Write A Call,-25,2.79,2.3,-6914.0,-0.0002,USD,2021-06-14,2021-06-17,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,WORKDAY,WORKDAY,WDAY,1.2158000469207764,NMS,USDCAD=X,CADUSD=X,2021-09-17,280.0,C,0.01,0.01,0.2,95,0.2602739726027397,WDAY,100,-2500,United States,210917,00280,000,WDAY210917C00280000,WDAY210917C00280000,0.8225036859512329,6.382190227508545,4.207136154174805,0.6790000200271606,6.8394999504089355,90.20999908447266,0.7379000186920166,1.2158000469207764,0.1566540002822876,,1.4724199771881104,0.14610199630260468,0.011079000309109688,1.35384202003479,232.27999877929688,0.33604498756559037,USD,50.76705152209664,3.0543378777877166,-0.84230809173897,0.15769190826103002,0.15769190826103002,3.0543378777877166,-394.22977065257504,-75318.05158082017,0.006052046718067452,-0.025,-5.806999969482423,-1.1134350051158883,2783.5875127897207,-1.1224646410604653e-191,-1.3233538688261218e-96
112,Coinbase Global Inc Call 300 12/17/21,COIN US 12/17/21 C300 Equity,Option,Financials,Buy A Call Option,100,29.97,24.2,299947.0,0.0106,USD,2021-10-18,2021-10-19,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,COINBASE,COINBASE,COIN,1.2373700141906738,NMS,USDCAD=X,CADUSD=X,2021-12-17,300.0,C,0.01,0.01,0.2,60,0.1643835616438356,COIN,100,10000,United States,211217,00300,000,COIN211217C00300000,COIN211217C00300000,0.8081656694412231,6.285109996795654,4.412445068359375,0.6967800259590149,6.954899787902832,92.38600158691406,0.7462599873542786,1.2373700141906738,0.1590770035982132,,1.434499979019165,0.14371399581432343,0.01081900019198656,1.3396400213241577,293.3399963378906,0.5229196959110897,USD,28.51268591774607,21.857613721953314,-0.49992241976566515,0.5000775802343349,0.5000775802343349,21.857613721953314,5000.775802343349,1185520.530417478,0.006414673888657846,-0.025,-7.333499908447266,-4.537981305134454,-45379.81305134454,1.8299132085493158e-190,2.0829842880591432e-95
113,Coinbase Global Inc Call 265 12/17/21,COIN US 12/17/21 C265 Equity,Option,Financials,Buy A Call Option,50,27.11,21.9,135678.0,0.0048,USD,2021-10-14,2021-10-15,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,COINBASE,COINBASE,COIN,1.2436800003051758,NMS,USDCAD=X,CADUSD=X,2021-12-17,265.0,C,0.01,0.01,0.2,64,0.17534246575342466,COIN,100,5000,United States,211217,00265,000,COIN211217C00265000,COIN211217C00265000,0.8040653467178345,6.253598213195801,4.428037166595459,0.693149983882904,6.981100082397461,91.08300018310547,0.7428600192070007,1.2436800003051758,0.1598840057849884,,1.4424899816513062,0.14314499497413635,0.010975999757647514,1.3458199501037598,260.0,0.5141438442493432,USD,25.08742276332589,20.092069297931474,-0.4923202418649795,0.5076797581350204,0.5076797581350204,20.092069297931474,2538.398790675102,530670.0159314123,0.007125708359084253,-0.025,-6.5,-4.10420757247867,-20521.03786239335,8.274983018340486e-191,9.323982815717004e-96
114,Coinbase Global Inc Call 300 12/17/21,COIN US 12/17/21 C300 Equity,Option,Financials,Buy A Call Option,50,17.84,14.2,89344.0,0.0032,USD,2021-07-21,2021-07-22,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,COINBASE,COINBASE,COIN,1.2675100564956665,NMS,USDCAD=X,CADUSD=X,2021-12-17,300.0,C,0.01,0.01,0.2,149,0.40821917808219177,COIN,100,5000,United States,211217,00300,000,COIN211217C00300000,COIN211217C00300000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.025,,,,,
115,Coinbase Global Inc Call 265 12/17/21,COIN US 12/17/21 C265 Equity,Option,Financials,Buy A Call Option,50,14.8,11.77,74132.0,0.0026,USD,2021-10-05,2021-10-06,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,COINBASE,COINBASE,COIN,1.2589800357818604,NMS,USDCAD=X,CADUSD=X,2021-12-17,265.0,C,0.01,0.01,0.2,73,0.2,COIN,100,5000,United States,211217,00265,000,COIN211217C00265000,COIN211217C00265000,0.7942937612533569,6.184720039367676,4.331018924713135,0.68367999792099,6.93179988861084,88.13400268554688,0.7346299886703491,1.2589800357818604,0.161654993891716,,1.4624799489974976,0.14415399730205536,0.011339999735355377,1.3608900308609009,240.08999633789062,0.5077515789688288,USD,37.39266698458209,12.487963269473084,-0.6259352810001311,0.37406471899986893,0.37406471899986893,12.487963269473084,1870.3235949993446,356674.4287531084,0.006949919218713398,-0.025,-6.002249908447266,-2.8268446102495015,-14134.223051247507,5.699539005327326e-191,6.266844073831165e-96
116,Coinbase Global Inc Call 300 12/17/21,COIN US 12/17/21 C300 Equity,Option,Financials,Buy A Call Option,50,12.75,10.3,63886.0,0.0023,USD,2021-10-14,2021-10-15,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,COINBASE,COINBASE,COIN,1.2436800003051758,NMS,USDCAD=X,CADUSD=X,2021-12-17,300.0,C,0.01,0.01,0.2,64,0.17534246575342466,COIN,100,5000,United States,211217,00300,000,COIN211217C00300000,COIN211217C00300000,0.8040653467178345,6.253598213195801,4.428037166595459,0.693149983882904,6.981100082397461,91.08300018310547,0.7428600192070007,1.2436800003051758,0.1598840057849884,,1.4424899816513062,0.14314499497413635,0.010975999757647514,1.3458199501037598,260.0,0.5141438442493432,USD,49.083250641128245,9.088510868983633,-0.7112207774130448,0.28877922258695515,0.28877922258695515,9.088510868983633,1443.8961129347758,301856.5782765039,0.006103090205739928,-0.025,-6.5,-2.3345891886856664,-11672.945943428333,4.7070440639307083e-191,5.303683012354375e-96
117,Coinbase Global Inc Call 290 08/20/21,COIN US 08/20/21 C290 Equity,Option,Financials,Write A Call,-22,5.05,4.1,-11044.0,-0.0004,USD,2021-06-23,2021-06-24,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,COINBASE,COINBASE,COIN,1.2309999465942383,NMS,USDCAD=X,CADUSD=X,2021-08-20,290.0,C,0.01,0.01,0.2,58,0.1589041095890411,COIN,100,-2200,United States,210820,00290,000,COIN210820C00290000,COIN210820C00290000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.025,,,,,
118,Coinbase Global Inc Put 285 09/17/21,COIN US 09/17/21 P285 Equity,Option,Financials,Write A Put,-30,72.63,57.8,-217818.0,-0.0077,USD,2021-07-21,2021-07-22,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,COINBASE,COINBASE,COIN,1.2675100564956665,NMS,USDCAD=X,CADUSD=X,2021-09-17,285.0,P,0.01,0.01,0.2,58,0.1589041095890411,COIN,100,-3000,United States,210917,00285,000,COIN210917P00285000,COIN210917P00285000,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.025,,,,,
119,Moderna Inc Call 240 08/20/21,MRNA US 08/20/21 C240 Equity,Option,Health Care,Buy A Call Option,60,10.34,8.4,62197.0,0.0022,USD,2021-06-23,2021-06-24,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,MODERNA,MODERNA,MRNA,1.2309999465942383,NMS,USDCAD=X,CADUSD=X,2021-08-20,240.0,C,0.01,0.01,0.2,58,0.1589041095890411,MRNA,100,6000,United States,210820,00240,000,MRNA210820C00240000,MRNA210820C00240000,0.8123477101325989,6.3076701164245605,4.0256547927856445,0.6804670095443726,6.887599945068359,89.87699890136719,0.7455999851226807,1.2309999465942383,0.15851199626922607,,1.4688999652862549,0.14511799812316895,0.011125000193715096,1.3399800062179565,212.0399932861328,0.6936449910127215,USD,41.2635972177564,13.307404172218853,-0.6215866619677868,0.37841333803221316,0.37841333803221316,13.307404172218853,2270.480028193279,391090.65054500045,0.0064858459520606565,-0.025,-5.3009998321533205,-2.4694592792784067,-14816.75567567044,5.974766111989094e-191,6.871544265919993e-96
120,Moderna Inc Call 230 08/20/21,MRNA US 08/20/21 C230 Equity,Option,Health Care,Write A Call,-30,20.9,17.0,-62631.0,-0.0022,USD,2021-06-25,2021-06-28,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,MODERNA,MODERNA,MRNA,1.2322299480438232,NMS,USDCAD=X,CADUSD=X,2021-08-20,230.0,C,0.01,0.01,0.2,56,0.15342465753424658,MRNA,100,-3000,United States,210820,00230,000,MRNA210820C00230000,MRNA210820C00230000,0.8115368485450745,6.299490928649902,3.9860129356384277,0.680308997631073,6.878699779510498,90.0,0.7450100183486938,1.2322299480438232,0.1587119996547699,,1.4698100090026855,0.14530499279499054,0.011109000071883202,1.3420439958572388,219.94000244140625,0.6906989893360301,USD,29.563171634843854,19.506702816303545,-0.5119607357921724,0.4880392642078276,0.4880392642078276,19.506702816303545,-1464.117792623483,-261329.52814149822,0.0067015335073758765,-0.025,-5.498500061035156,-3.306792726623883,9920.378179871648,-4.000331831383269e-191,-4.5916142922717735e-96
121,Moderna Inc Call 240 08/20/21,MRNA US 08/20/21 C240 Equity,Option,Health Care,Sell A Call Option,-60,131.06,104.5,-786229.0,-0.0279,USD,2021-07-26,2021-07-27,Z:\truequant\2021-10-26\sells_BDEQ.xlsx,MODERNA,MODERNA,MRNA,1.2567499876022339,NMS,USDCAD=X,CADUSD=X,2021-08-20,240.0,C,0.01,0.01,0.2,25,0.0684931506849315,MRNA,100,-6000,United States,210820,00240,000,MRNA210820C00240000,MRNA210820C00240000,0.7957032322883606,6.179989814758301,4.117297172546387,0.675599992275238,6.915500164031982,87.94599914550781,0.7315599918365479,1.2567499876022339,0.16175499558448792,,1.4795199632644653,0.14452899992465973,0.011365000158548355,1.3665200471878052,335.8699951171875,0.6279248178190319,USD,0.34977727810977566,96.2214162252842,-0.016696474018453582,0.9833035259815465,0.9833035259815465,96.2214162252842,-5899.821155889279,-1576743.9207232257,0.0007521486834329072,-0.025,-8.396749877929688,-10.376426212857496,62258.55727714497,-2.5105382469903365e-190,-2.770371941178177e-95
122,Moderna Inc Call 230 08/20/21,MRNA US 08/20/21 C230 Equity,Option,Health Care,Buy Back A Written Call,30,160.69,128.8,482148.0,0.0171,USD,2021-07-30,2021-08-03,Z:\truequant\2021-10-26\sells_BDEQ.xlsx,MODERNA,MODERNA,MRNA,1.2449300289154053,NMS,USDCAD=X,CADUSD=X,2021-08-20,230.0,C,0.01,0.01,0.2,21,0.057534246575342465,MRNA,100,3000,United States,210820,00230,000,MRNA210820C00230000,MRNA210820C00230000,0.8032580018043518,6.240023136138916,4.0794172286987305,0.6754599809646606,6.870100021362305,87.87999725341797,0.7274600267410278,1.2449300289154053,0.16020900011062622,,1.4802600145339966,0.1454869955778122,0.011377999559044838,1.3743000030517578,353.6000061035156,0.6198176498374296,USD,0.023477323341103085,123.62480671072126,-0.0015024010351210946,0.9984975989648789,0.9984975989648789,123.62480671072126,2995.4927968946367,850815.9066479993,9.295801815682381e-05,-0.025,-8.84000015258789,-10.988647487471498,-32965.942462414496,1.3293314689506351e-190,1.4949012860658677e-95
123,Trip.Com Group Ltd Call 45 09/17/21,TCOM US 09/17/21 C45 Equity,Option,Consumer Discretionary,Write A Call,-95,0.85,0.7,-7942.0,-0.0003,USD,2021-06-11,2021-06-14,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,TRIP.COM,TRIP.COM,TCOM,1.2093000411987305,NMS,USDCAD=X,CADUSD=X,2021-09-17,45.0,C,0.01,0.01,0.2,98,0.2684931506849315,TCOM,100,-9500,United States,210917,00045,000,TCOM210917C00045000,TCOM210917C00045000,0.8269246220588684,6.415204048156738,4.177295207977295,0.6790900230407715,6.820000171661377,90.43000030517578,0.7395700216293335,1.2093000411987305,0.1558540016412735,,1.4722800254821777,0.1465590000152588,0.01105200033634901,1.3517999649047852,37.52000045776367,0.37377239249885025,USD,8.221035971409364,0.742244632131337,-0.8000077886622821,0.19999221133771788,0.19999221133771788,0.742244632131337,-1899.92600770832,-58947.508683015585,0.03852584152580189,-0.025,-0.9380000114440918,-0.227551964421165,2161.7436620010676,-8.717099112148758e-192,-1.0357200171279394e-96
124,Trip.Com Group Ltd Call 45 09/17/21,TCOM US 09/17/21 C45 Equity,Option,Consumer Discretionary,Buy Back A Written Call,95,0.53,0.43,5174.0,0.0002,USD,2021-06-23,2021-06-24,Z:\truequant\2021-10-26\sells_BDEQ.xlsx,TRIP.COM,TRIP.COM,TCOM,1.2309999465942383,NMS,USDCAD=X,CADUSD=X,2021-09-17,45.0,C,0.01,0.01,0.2,86,0.2356164383561644,TCOM,100,9500,United States,210917,00045,000,TCOM210917C00045000,TCOM210917C00045000,0.8123477101325989,6.3076701164245605,4.0256547927856445,0.6804670095443726,6.887599945068359,89.87699890136719,0.7455999851226807,1.2309999465942383,0.15851199626922607,,1.4688999652862549,0.14511799812316895,0.011125000193715096,1.3399800062179565,36.4900016784668,0.3599741611054369,USD,8.905515610439583,0.39657755038818276,-0.8669704702670469,0.13302952973295318,0.13302952973295318,0.39657755038818276,1263.7805324630551,37461.70247884752,0.03371018149384205,-0.025,-0.9122500419616699,-0.14990779811288393,-1424.1240820723974,5.742693266384528e-192,6.58209922690304e-97
125,Tal Education Group Call 32.5 11/19/21,TAL US 11/19/21 C32.5 Equity,Option,Consumer Discretionary,Buy A Call Option,460,3.04,2.47,141129.0,0.005,USD,2021-06-23,2021-06-24,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,TAL,TAL,TAL,1.2309999465942383,NYQ,USDCAD=X,CADUSD=X,2021-11-19,32.5,C,0.01,0.01,0.2,149,0.40821917808219177,TAL,100,46000,United States,211119,00032,500,TAL211119C00032500,TAL211119C00032500,0.8123477101325989,6.3076701164245605,4.0256547927856445,0.6804670095443726,6.887599945068359,89.87699890136719,0.7455999851226807,1.2309999465942383,0.15851199626922607,,1.4688999652862549,0.14511799812316895,0.011125000193715096,1.3399800062179565,23.440000534057617,0.8950760952565721,USD,11.787446112531407,2.7287733318386875,-0.6123414489361954,0.3876585510638046,0.3876585510638046,2.7287733318386875,17832.29334893501,339552.38323035126,0.02857295287118066,-0.025,-0.5860000133514405,-0.2798829017867601,-12874.613482190965,5.1916091499478566e-191,5.966006164336867e-96
126,Tal Education Group Call 32.5 11/19/21,TAL US 11/19/21 C32.5 Equity,Option,Consumer Discretionary,Buy A Call Option,500,1.77,1.42,89928.0,0.0032,USD,2021-07-09,2021-07-12,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,TAL,TAL,TAL,1.2527999877929688,NYQ,USDCAD=X,CADUSD=X,2021-11-19,32.5,C,0.01,0.01,0.2,133,0.3643835616438356,TAL,100,50000,United States,211119,00032,500,TAL211119C00032500,TAL211119C00032500,0.7982119917869568,6.198265075683594,4.195796012878418,0.6735000014305115,6.85830020904541,87.61799621582031,0.7299299836158752,1.2527999877929688,0.16127899289131165,,1.4844399690628052,0.14574800431728363,0.01140700001269579,1.3696600198745728,21.219999313354492,0.9335001891713753,USD,13.154725391990963,1.8759089303450631,-0.6824996791223922,0.3175003208776078,0.3175003208776078,1.8759089303450631,15875.01604388039,268891.94830220775,0.029808414179111765,-0.025,-0.5304999828338623,-0.2112496920145078,-10562.484600725391,4.2592573186886377e-191,4.724487591133265e-96
127,Tal Education Group Put 20 07/16/21,TAL US 07/16/21 P20 Equity,Option,Consumer Discretionary,Buy A Put Option,100,1.99,1.65,20205.0,0.0007000000000000001,USD,2021-06-07,2021-06-08,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,TAL,TAL,TAL,1.2075799703598022,NYQ,USDCAD=X,CADUSD=X,2021-07-16,20.0,P,0.01,0.01,0.2,39,0.10684931506849316,TAL,100,10000,United States,210716,00020,000,TAL210716P00020000,TAL210716P00020000,0.8281025290489197,6.422213077545166,4.175994873046875,0.680400013923645,6.852700233459473,90.73999786376953,0.7446100115776062,1.2075799703598022,0.1556600034236908,,1.4692100286483765,0.1458510011434555,0.011012000031769276,1.3425999879837036,28.06999969482422,0.7940862195376172,USD,0.2748852108127453,8.345098603125422,-0.07554160687319816,0.9244583931268018,-0.07554160687319816,0.2748852108127453,-755.4160687319817,-17559.52345951389,0.01953497515241954,-0.025,-0.7017499923706055,0.06388151145530212,638.8151145530212,-2.5759828816810926e-192,-3.085244880499298e-97
128,Tal Education Group Call 60 08/20/21,TAL US 08/20/21 C60 Equity,Option,Consumer Discretionary,Write A Call,-105,0.56,0.45,-5693.0,-0.0002,USD,2021-06-29,2021-06-30,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,TAL,TAL,TAL,1.2333999872207642,NYQ,USDCAD=X,CADUSD=X,2021-08-20,60.0,C,0.01,0.01,0.2,52,0.14246575342465753,TAL,100,-10500,United States,210820,00060,000,TAL210820C00060000,TAL210820C00060000,0.8107669949531555,6.292923927307129,3.991666078567505,0.6794999837875366,6.898099899291992,89.63999938964844,0.7455000281333923,1.2333999872207642,0.15887899696826935,,1.4709999561309814,0.14488400518894196,0.011146999895572662,1.3410600423812866,25.420000076293945,0.9043844065778723,USD,34.6042745637631,0.025129428488678218,-0.9904902458285079,0.009509754171492139,0.009509754171492139,0.025129428488678218,-99.85241880066745,-2057.928101045768,0.0029395237895625402,-0.025,-0.6355000019073487,-0.007456735279682015,78.29572043666116,-3.157227043615726e-193,-3.615822577888379e-98
129,Tal Education Group Call 70 05/21/21,TAL US 05/21/21 C70 Equity,Option,Consumer Discretionary,Write A Call,-65,1.26,1.0,-8015.0,-0.0003,USD,2021-04-20,2021-04-21,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,TAL,TAL,TAL,1.2521699666976929,NYQ,USDCAD=X,CADUSD=X,2021-05-21,70.0,C,0.01,0.01,0.2,31,0.08493150684931507,TAL,100,-6500,United States,210521,00070,000,TAL210521C00070000,TAL210521C00070000,0.7986136078834534,6.200829982757568,4.426299095153809,0.6630499958992004,6.701700210571289,86.31900024414062,0.7305700182914734,1.2521699666976929,0.1612360030412674,,1.5075000524520874,0.14914600551128387,0.011579000391066074,1.3684600591659546,62.63999938964844,0.5794130543628078,USD,9.070794766150655,1.7113886738223734,-0.7168184965085626,0.28318150349143745,0.28318150349143745,1.7113886738223734,-1840.6797726943435,-92080.29493167714,0.03199899328553641,-0.025,-1.565999984741211,-0.5560918274988392,3614.596878742455,-1.457564085711008e-191,-1.6178699791474125e-96
130,Tal Education Group Put 25 07/16/21,TAL US 07/16/21 P25 Equity,Option,Consumer Discretionary,Write A Put,-50,3.99,3.3,-19797.0,-0.0007000000000000001,USD,2021-06-07,2021-06-08,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,TAL,TAL,TAL,1.2075799703598022,NYQ,USDCAD=X,CADUSD=X,2021-07-16,25.0,P,0.01,0.01,0.2,39,0.10684931506849316,TAL,100,-5000,United States,210716,00025,000,TAL210716P00025000,TAL210716P00025000,0.8281025290489197,6.422213077545166,4.175994873046875,0.680400013923645,6.852700233459473,90.73999786376953,0.7446100115776062,1.2075799703598022,0.1556600034236908,,1.4692100286483765,0.1458510011434555,0.011012000031769276,1.3425999879837036,28.06999969482422,0.7940862195376172,USD,1.471472005859166,4.541738822543962,-0.28229145295265434,0.7177085470473457,-0.28229145295265434,1.471472005859166,1411.4572647632717,32809.094191383185,0.04638290426964342,-0.025,-0.7017499923706055,0.23846434382762924,-1192.3217191381461,4.8079644140942006e-192,5.764626250887248e-97
131,Tal Education Group Put 20 07/16/21,TAL US 07/16/21 P20 Equity,Option,Consumer Discretionary,Sell A Put Option,-100,2.11,1.69,-20832.0,-0.0007000000000000001,USD,2021-07-06,2021-07-07,Z:\truequant\2021-10-26\sells_BDEQ.xlsx,TAL,TAL,TAL,1.233989953994751,NYQ,USDCAD=X,CADUSD=X,2021-07-16,20.0,P,0.01,0.01,0.2,10,0.0273972602739726,TAL,100,-10000,United States,210716,00020,000,TAL210716P00020000,TAL210716P00020000,0.8103793859481812,6.293363094329834,4.1229729652404785,0.6827999949455261,6.926700115203857,89.875,0.7472500205039978,1.233989953994751,0.1588599979877472,,1.4638700485229492,0.14427700638771057,0.011125000193715096,1.3378510475158691,20.790000915527344,0.9148818122835374,USD,0.8758966846001552,1.6659523945729884,-0.3701117944534379,0.6298882055465621,-0.3701117944534379,0.8758966846001552,3701.117944534379,62355.64982214736,0.11994052647074586,-0.025,-0.5197500228881836,0.23363874300395712,-2336.3874300395714,9.421339426146728e-192,1.0956017674827774e-96
